OTUname	acc	Kingdom	Supergroup	Phylum	Tax1	Tax2	Species	Id	E-val	bit	length
OTU1298	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.74	0.0	706	397
OTU13	AF022199.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Lepidodinium	Gymnodiniaceae_Gymnodinium_sensu_lato	Lepidodinium	98.76	0.0	715	402
OTU130	EF455763.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	Pelagomonadales	Pelagomonas	100.00	0.0	752	407
OTU1308	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	94.79	0.0	627	403
OTU131	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Strobilidium	Strobilidium_caudatum	89.20	4,00E-140	490	398
OTU1312	DQ093369.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Thalassiosira	99.75	0.0	743	405
OTU1318	AB275066.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Stephanoecidae_SL163	91.29	1,00E-155	542	402
OTU132	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	98.48	0.0	697	395
OTU1321	AB120002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_fusiforme	95.79	0.0	649	404
OTU1327	AB120004.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_helveticum	98.51	0.0	710	402
OTU1328	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	99.74	0.0	719	392
OTU1329	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	98.48	0.0	695	394
OTU133	AF022196.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Perdiniaceae_Peridinium	Peridinium_umbonatum_strain_UTEX_LB_2255	93.30	3,00E-171	593	403
OTU1330	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	97.46	0.0	673	394
OTU1333	AB120003.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_rubrum	94.78	0.0	627	402
OTU1334	DQ186528.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.5	Guillou_II.5	96.04	0.0	654	404
OTU1337	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	90.32	3,00E-151	527	403
OTU134	AM491030.2	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	100.00	0.0	743	402
OTU1345	FJ626712.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_DinoRS24	Dinophyceae_sp.SA7.9	99.00	0.0	717	400
OTU135	AY665096.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Didymoeca_SCM28C135	95.74	0.0	643	399
OTU1354	AY970653.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Perdiniaceae_Peridinium	Peridinium_aciculiferum_isolate_PAER1	94.58	1,00E-179	621	406
OTU1356	AF163148.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	98.76	0.0	715	402
OTU1359	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	93.27	4,00E-170	590	401
OTU136	FN562437.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Prasinoderma	96.52	0.0	662	402
OTU1360	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	89.05	7,00E-143	499	402
OTU1365	AY381157.1	Eukaryota	stramenopiles	MASTs	MAST_3	MAST_3	HE000427.20	94.31	2,00E-178	617	404
OTU1368	FN669511.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_cf.Gutrula	98.26	0.0	704	402
OTU137	EF526932.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cercozoa_clone_SA24H12	86.75	6,00E-129	453	415
OTU1372	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Dolichomastix	93.78	2,00E-173	601	402
OTU1375	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	89.11	7,00E-143	499	404
OTU1379	AJ246278.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	98.01	0.0	699	402
OTU138	AJ632205.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Skeletonema	97.52	0.0	691	403
OTU1382	FN562453.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Bathycoccus	99.74	0.0	710	387
OTU1383	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.99	0.0	712	397
OTU1384	AY360454.1	Eukaryota	Cryptophyta	Cryptomonadales	Cryptomonadales	Goniomonadaceae	Goniomonas	86.03	3,00E-117	414	401
OTU139	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	97.47	0.0	673	395
OTU14	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	98.26	0.0	704	402
OTU140	AY116220.1	Eukaryota	stramenopiles	MASTs	MAST_8	MAST_8	ANT12_26	93.17	7,00E-173	599	410
OTU142	AB246693.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	Spumellaria	Larcopyle	84.58	1,00E-110	392	415
OTU1427	EF172955.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	85.86	3,00E-121	427	403
OTU143	EU780604.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Envrion_III.A	Envrion_III.A	93.30	3,00E-171	593	403
OTU1430	HM483394.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	96.53	0.0	665	404
OTU1437	FN669511.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_cf.Gutrula	98.51	0.0	710	402
OTU1442	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	96.46	0.0	652	396
OTU1443	EU793379.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	98.75	0.0	712	400
OTU1444	AM490987.2	Eukaryota	Haptophyceae[prymnesiophytes]	Syracosphaerales_Zygodiscales	Syracosphaerales	Syracosphaeraceae	Syracosphaera	99.50	0.0	732	402
OTU1446	AB017127.3	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Dolichomastix	89.90	7,00E-148	516	406
OTU145	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	99.25	0.0	726	402
OTU1458	HM066998.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_DinoRS24	Brachidinium	94.03	3,00E-176	610	402
OTU146	DQ120005.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Didymoeca_NOR46.34	95.74	0.0	643	399
OTU1462	denovo6	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	99.50	0.0	726	400
OTU147	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	97.21	0.0	667	394
OTU1472	Y16232.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Prorocentrales	Prorocentraceae_Prorocentrum	Prorocentrum_mexicanum	95.54	0.0	643	404
OTU148	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	96.51	0.0	664	401
OTU149	EU286811.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Prostomatea	Urotricha	Urotricha_sp.	90.24	6,00E-89	320	246
OTU1494	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	97.01	0.0	676	402
OTU1495	FJ032659.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	unclassified_Pelagophyceae	Pelagophyte_clone_DH114_3A43	98.53	0.0	719	407
OTU1496	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	98.49	0.0	701	397
OTU150	AB295041.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Cochlodinium	Cochlodinium_fulvescens	87.59	3,00E-132	464	403
OTU1501	AF022199.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Perdiniaceae_Peridinium	Peridinium_polonicum	85.01	2,00E-114	405	407
OTU1504	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	97.77	0.0	693	403
OTU1507	EU500144.1	Eukaryota	stramenopiles	MASTs	MAST_10	MAST_10	hotxp2a1	90.46	6,00E-154	536	409
OTU151	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	97.24	0.0	675	399
OTU1513	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	97.76	0.0	693	402
OTU1514	AJ786648.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Parastrombidinopsis	Parastrombidinopsis_shimi	88.94	2,00E-138	484	398
OTU1516	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	96.46	0.0	652	396
OTU1517	JQ966994.1	Eukaryota	Cryptophyta	Cryptomonadales	Pyrenomonadales	Geminigeraceae	Teleaulax_gracilis	99.24	0.0	712	395
OTU152	AF399151.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Tontoniidae	Laboea	Laboea_strobila	100.00	0.0	732	396
OTU1521	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	94.28	2,00E-177	614	402
OTU153	AY664971.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_NW414.36	Dino_clone_SCM15C21	98.51	0.0	710	402
OTU1534	AF274254.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Amphidinium	Amphidinium_longum	99.75	0.0	737	402
OTU155	AY485521.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Naviculales	Stauroneis	100.00	0.0	749	405
OTU1554	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	96.45	0.0	651	394
OTU1555	AY541684.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	Strombidium	98.22	0.0	689	394
OTU1556	EF058252.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Woloszynskiaceae	Woloszynskia_halophila_strain_WHTV_S1	98.76	0.0	715	402
OTU156	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	94.32	7,00E-178	616	405
OTU1564	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	97.72	0.0	680	395
OTU1568	AY664971.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_NW414.36	Dino_clone_SCM15C21	98.51	0.0	710	402
OTU157	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	93.53	7,00E-173	599	402
OTU1571	AJ246278.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	98.76	0.0	715	402
OTU1574	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	99.26	0.0	726	403
OTU158	FJ032668.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	84.20	2,00E-108	385	405
OTU1580	AY116220.1	Eukaryota	stramenopiles	MASTs	MAST_8	MAST_8	ANT12_26	93.17	7,00E-173	599	410
OTU1581	AY143564.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium_SNB99_2	Strombidium_SNB99_2	98.47	0.0	693	393
OTU1586	AB120004.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_helveticum	98.26	0.0	704	402
OTU1588	AM490987.2	Eukaryota	Haptophyceae[prymnesiophytes]	Syracosphaerales_Zygodiscales	Syracosphaerales	Syracosphaeraceae	Syracosphaera	97.76	0.0	693	402
OTU1589	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	93.27	4,00E-170	590	401
OTU159	FJ876971.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_AskenasiaClade	Cyclotrichium	Cyclotrichium	99.23	0.0	701	388
OTU1593	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	92.57	3,00E-166	577	404
OTU1594	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	96.51	0.0	664	401
OTU1595	EU780626.1	Eukaryota	Alveolata	MALVs	MALV_II_F_group	Guillou_26	Guillou_26	97.50	0.0	684	400
OTU16	FJ947040.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Warwowiaceae_Nematodinium	Warnowia_BSL_2009a	98.76	0.0	715	402
OTU160	AB120003.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_rubrum	98.51	0.0	710	402
OTU1609	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	93.77	2,00E-173	601	401
OTU161	AF363196.2	Eukaryota	stramenopiles	MASTs	MAST_7	MAST_7	ANT12_10	98.00	0.0	697	401
OTU1610	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	96.46	0.0	652	396
OTU1611	AY381157.1	Eukaryota	stramenopiles	MASTs	MAST_3	MAST_3	HE000427.20	88.70	1,00E-140	492	407
OTU1615	AJ404886.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	94.78	4,00E-180	623	402
OTU162	AJ004866.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Platychrysis	97.52	0.0	689	403
OTU1623	Y16232.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Prorocentrales	Prorocentraceae_Prorocentrum	Prorocentrum_mexicanum	99.25	0.0	726	402
OTU163	AB120003.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_rubrum	99.00	0.0	721	402
OTU1636	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	98.73	0.0	699	393
OTU164	HM805020.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Bacillariales	Bacillaria	99.00	0.0	721	402
OTU165	KP790160.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	98.51	0.0	710	402
OTU1657	AJ246274.1	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	99.50	0.0	732	402
OTU166	AF163148.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	99.50	0.0	732	402
OTU1663	AF163148.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	98.01	0.0	699	402
OTU1667	denovo6	Eukaryota	Alveolata	MALVs	MALV_IV_[Syndinales]	Syndiniales[groupIV]	Syndiniales[groupIV]	88.31	3,00E-136	477	402
OTU167	DQ487196.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Litostomatea	Monodinium	Monodinium_sp.	97.88	4,00E-164	569	330
OTU1673	AB120001.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_spirale	98.51	0.0	710	402
OTU1674	DQ779991.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium_sensu_largo	Gymnodinium_aureolum	99.00	0.0	721	402
OTU1676	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	96.70	0.0	654	394
OTU1678	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	98.01	0.0	699	403
OTU1679	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	92.82	9,00E-167	579	404
OTU168	FJ422993.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Tontoniidae	Pseudotontonia	97.22	0.0	669	395
OTU1684	AB017127.3	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pterosperma	97.51	0.0	684	401
OTU169	EF432541.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Stephanoecidae_SL163	95.01	0.0	627	401
OTU1692	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	99.49	0.0	719	395
OTU1693	AY665083.1	Eukaryota	Katablepharidophyta	Katablepharidaceae	Katablepharidaceae	unclassified_Katablepharidaceae	Katablepharidophyte_clone_SCM37C29	97.74	0.0	686	398
OTU17	FJ032659.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	unclassified_Pelagophyceae	Pelagophyte_clone_DH114_3A43	98.27	0.0	708	404
OTU170	HQ901764.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Oligohymenophorea	Uronemella	Uronemella_filificum	88.71	1,00E-81	296	248
OTU1707	AJ404886.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	98.75	0.0	712	400
OTU171	AY485482.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Naviculales	Haslea	94.32	2,00E-178	617	405
OTU1710	AJ404886.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	94.75	4,00E-180	623	400
OTU1711	AB120004.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_helveticum	98.26	0.0	704	402
OTU1716	AJ404886.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	98.01	0.0	699	402
OTU172	FJ947040.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Warwowiaceae_Nematodinium	Warnowia_BSL_2009a	98.01	0.0	699	402
OTU1723	EF172923.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.20	Guillou_II.20	94.28	7,00E-178	616	402
OTU1726	FN562437.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Prasinoderma	95.25	0.0	630	400
OTU1731	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	99.25	0.0	726	402
OTU174	AF363188.2	Eukaryota	stramenopiles	MASTs	MAST_4	MAST_4	ME1_18	97.03	0.0	680	404
OTU1744	AB183673.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Protoperidiniaceae_Protoperidinium	Prorocentrum_triestinum_strain_MBIC11147	93.80	1,00E-174	604	403
OTU1748	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	98.76	0.0	715	402
OTU175	AB241128.1	Eukaryota	Cryptophyta	Pyrenomonadales	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	97.22	0.0	671	396
OTU1750	EF173017.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	96.01	0.0	651	401
OTU176	HQ680525.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Cymbellales	Cymbella	100.00	0.0	743	402
OTU1760	EU793379.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	98.25	0.0	701	400
OTU1761	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	97.22	0.0	669	395
OTU177	AF274256.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	85.93	3,00E-121	427	405
OTU1778	FJ032668.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	98.51	0.0	710	402
OTU178	HM596542.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Thoracosphaerales	Glenodiniaceae_Peridiniopsis	Peridiniopsis	84.56	1,00E-110	392	408
OTU1781	AB120002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_fusiforme	98.26	0.0	704	402
OTU179	DQ186528.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.5	Guillou_II.5	99.26	0.0	726	403
OTU18	HQ912569.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Cymatosirales	Arcocellulus	99.75	0.0	743	405
OTU180	AY268040.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Silicofilosea	Allas	89.64	6,00E-149	520	415
OTU1807	AF022199.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Lepidodinium	Gymnodiniaceae_Gymnodinium_sensu_lato	Lepidodinium	98.26	0.0	704	402
OTU1809	X73999.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mantoniella	99.24	0.0	713	395
OTU1813	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	92.50	5,00E-164	569	400
OTU1815	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	98.99	0.0	708	395
OTU1817	AB120004.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_helveticum	98.51	0.0	710	402
OTU1819	FJ844428.1	Eukaryota	Alveolata	MALVs	MALV_IV_[Syndinales]	Syndiniales[groupIV]	Syndiniales[groupIV]	95.02	0.0	632	402
OTU182	EF173006.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.5	Guillou_II.5	92.54	3,00E-166	577	402
OTU1820	AB120004.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_helveticum	98.26	0.0	704	402
OTU1837	AF274270	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Peridiniales_incerate_sedis_Pentapharsodinium	Pentapharsodinium_sp._CCMP771_strain_CCMP_771	93.78	1,00E-174	604	402
OTU184	AF077055.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	86.55	4,00E-125	440	409
OTU1846	FJ947040.1	Eukaryota	Alveolata	MALVs	MALV_IV_[Syndinales]	Syndiniales[groupIV]	Syndiniales[groupIV]	88.42	7,00E-138	483	406
OTU185	EF432541.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Stephanoecidae_SL163	91.23	3,00E-156	544	399
OTU186	AB430593.1	Eukaryota	stramenopiles	MASTs	MAST_1	MAST_1c	DH18_4A29	88.41	6,00E-139	486	414
